customer,age,income,purchase,gender,churn,date
645,58,688972,74,Male,1,2024-11-20
646,24,1323994,38,Female,0,2025-05-30
647,21,1376808,46,Male,1,2024-01-16
648,70,363038,4,Male,1,2026-03-02
649,67,1130491,60,Female,0,2024-12-01
650,62,1416959,57,Female,0,2026-01-28
651,28,1574572,45,Male,1,2024-09-14
652,46,2429231,20,Female,0,2025-05-11
653,73,2499205,17,Female,1,2026-06-14
654,53,800530,71,Female,0,2024-06-08
655,42,1427165,4,Female,1,2025-04-19
656,38,1277833,93,Male,0,2026-05-01
657,74,635423,14,Male,0,2025-10-25
658,53,1392929,3,Male,0,2026-06-26
659,27,523390,88,Female,0,2025-11-20
660,54,1864221,80,Female,0,2025-11-05
661,26,1856671,58,Female,1,2025-01-14
662,41,1687331,55,Female,0,2025-06-28
663,52,2150961,4,Female,1,2026-07-17
664,66,338563,24,Female,0,2025-11-21
665,52,983066,34,Female,0,2025-03-02
666,65,1754623,30,Male,0,2025-09-04
667,53,905552,82,Male,0,2024-09-24
668,35,2246475,19,Female,0,2026-04-14
669,66,797897,31,Female,0,2025-07-30
670,56,972800,60,Female,0,2025-02-20
671,49,1502549,60,Male,0,2024-06-16
672,41,2242999,19,Male,1,2026-04-21
673,40,2102897,49,Female,0,2024-02-12
674,49,1363950,63,Female,0,2025-07-09
675,54,749148,83,Male,0,2024-10-11
676,29,684090,22,Male,1,2025-01-31
677,66,1073698,24,Male,0,2024-01-12
678,72,2135740,76,Male,0,2025-08-29
679,30,942406,30,Female,0,2024-10-28
680,40,1043804,58,Male,0,2026-06-16
681,42,1161568,31,Male,0,2024-09-09
682,52,1780677,64,Female,0,2025-05-13
683,58,1754510,19,Male,0,2026-01-23
684,47,2030815,48,Male,0,2024-02-04
685,34,427286,45,Male,1,2025-12-27
686,66,1012461,94,Female,0,2026-04-28
687,37,432732,55,Male,0,2024-03-30
688,65,1918224,55,Female,0,2026-02-14
689,42,1124044,97,Female,0,2025-08-27
690,39,1586652,18,Male,0,2026-07-10
691,30,2445706,63,Male,0,2025-08-24
692,36,485555,92,Male,0,2025-02-21
693,66,644191,47,Male,0,2024-04-24
694,53,1702337,75,Female,0,2025-09-08
695,29,1754094,57,Male,0,2026-06-21
696,58,1120597,45,Male,1,2024-07-14
697,36,2243338,33,Male,1,2026-04-05
698,29,1686205,17,Female,1,2025-05-15
699,26,424695,70,Male,1,2025-09-17
700,24,1301844,4,Male,0,2025-05-07
701,45,1681006,20,Female,0,2024-03-15
702,31,773189,47,Female,0,2025-02-16
703,48,1610706,91,Male,0,2025-01-10
704,69,2040634,15,Male,0,2025-02-23
705,36,862784,70,Male,1,2025-12-29
706,64,2047865,47,Male,0,2024-10-03
707,33,2186062,78,Male,0,2026-01-30
708,70,1119484,75,Female,0,2025-11-06
709,22,903650,9,Female,0,2025-01-28
710,52,1486936,90,Male,0,2026-05-18
711,29,544855,16,Male,1,2025-04-01
712,42,1755979,69,Female,0,2026-07-08
713,69,1274961,61,Male,1,2024-07-10
714,38,631374,10,Male,1,2026-01-08
715,53,1334106,50,Male,0,2025-11-19
716,70,2003847,3,Male,1,2024-04-08
717,40,483707,77,Male,1,2025-07-01
718,33,2171856,94,Female,0,2024-04-05
719,74,1678236,70,Male,0,2025-10-25
720,56,1186420,81,Male,0,2025-10-24
721,62,1650503,51,Male,0,2024-07-08
722,70,1978254,19,Female,1,2026-01-05
723,59,443373,42,Female,1,2024-02-06
724,56,547697,35,Female,1,2026-02-18
725,31,1410355,46,Female,1,2025-01-03
726,48,1418758,26,Male,0,2025-11-25
727,22,1246914,69,Female,0,2025-06-08
728,52,1855743,93,Male,0,2024-10-05
729,40,1156331,64,Male,0,2024-08-04
730,46,1486836,37,Female,0,2026-05-16
731,60,2087106,84,Female,0,2026-05-22
732,28,986958,49,Female,1,2026-03-08
733,35,530904,21,Female,0,2024-09-29
734,64,1296413,74,Female,0,2026-05-30
735,29,718349,64,Male,1,2024-03-02
736,26,997968,5,Female,1,2025-08-18
737,27,279083,70,Female,0,2026-05-29
738,61,2217107,90,Female,0,2025-12-29
739,34,1614821,4,Male,0,2024-12-07
740,55,1847608,39,Female,0,2025-01-31
741,24,854037,35,Male,1,2025-11-29
742,63,2084276,1,Female,0,2024-01-19
743,30,2004673,24,Female,1,2024-06-25
744,57,809996,57,Male,1,2025-09-03
745,59,915472,70,Female,0,2025-01-30
746,26,978513,41,Male,1,2025-03-20
747,67,360081,54,Male,1,2024-08-20
748,44,2118317,46,Male,1,2026-07-03
749,19,588590,60,Female,1,2024-03-16
750,22,1965982,60,Female,1,2024-09-21
751,46,1093093,57,Female,0,2025-03-30
752,54,1159192,31,Male,0,2026-03-06
753,55,2348347,84,Female,0,2025-12-18
754,36,364053,24,Male,0,2026-01-04
755,25,793586,89,Female,0,2025-01-18
756,65,2081175,36,Male,0,2025-07-17
757,62,1979240,85,Male,1,2026-04-30
758,18,1288075,30,Male,1,2025-05-20
759,39,1636536,24,Female,1,2025-01-01
760,69,1869211,30,Male,0,2024-05-23
761,34,1559507,86,Male,0,2026-06-03
762,24,1546208,92,Male,0,2024-03-09
763,42,536585,7,Male,1,2024-04-08
764,62,1978599,35,Male,0,2025-01-30
765,21,222431,55,Male,0,2024-01-25
766,53,1443131,92,Female,0,2026-08-05
767,23,847008,14,Female,0,2026-06-09
768,48,773441,10,Male,1,2025-04-13
769,36,468512,80,Female,0,2025-04-28
770,61,376076,16,Female,0,2025-07-18
771,71,2249949,54,Male,0,2024-05-30
772,56,1468300,95,Male,0,2024-05-23
773,44,2147763,89,Male,0,2025-07-22
774,27,1829849,77,Female,0,2024-02-08
775,43,2085077,70,Male,0,2024-04-18
776,36,878758,44,Female,0,2025-11-23
777,56,250861,73,Male,0,2024-02-11
778,20,851406,45,Female,1,2024-07-04
779,62,921001,56,Male,0,2026-07-23
780,30,2306230,84,Male,0,2025-02-01
781,67,2191083,82,Female,0,2024-08-10
782,45,524912,57,Female,0,2025-09-25
783,37,1823911,21,Female,1,2024-05-12
784,45,1044092,68,Female,0,2024-06-11
785,25,2008322,50,Female,0,2024-08-02
786,58,1643717,33,Female,0,2026-01-02
787,56,415048,91,Male,0,2024-08-22
788,18,1890696,7,Female,0,2026-04-22
789,20,1116838,70,Male,0,2025-10-19
790,30,1405663,15,Male,0,2026-01-20
791,45,233320,82,Female,1,2025-08-10
792,74,527025,32,Male,0,2024-01-09
793,66,564359,75,Female,1,2024-03-14
794,42,1143793,20,Female,0,2025-05-06
795,73,1508507,88,Male,0,2026-07-01
796,50,1143187,15,Male,1,2024-09-09
797,55,1797690,48,Female,0,2024-08-17
798,70,300734,71,Female,1,2025-06-02
799,23,357702,21,Male,1,2024-06-22
800,61,1425811,42,Male,1,2025-10-14
801,62,1347087,26,Male,1,2024-06-16
802,49,929497,14,Male,0,2024-06-18
803,62,2068670,57,Female,0,2025-01-27
804,64,298818,37,Female,1,2026-08-03
805,38,352360,58,Female,0,2026-03-05
806,33,819369,21,Female,1,2025-09-25
807,71,761165,82,Male,0,2024-07-12
808,38,1132817,69,Male,1,2025-05-31
809,28,2369867,3,Female,0,2024-01-29
810,54,341398,87,Female,0,2024-06-13
811,53,1767628,90,Female,0,2025-02-25
812,52,2380338,37,Female,0,2024-12-04
813,36,2192825,88,Female,0,2025-10-09
814,37,1399670,49,Female,1,2025-05-10
815,74,2158637,19,Female,0,2024-12-30
816,35,794604,89,Female,0,2026-04-12
817,64,2249927,85,Female,0,2024-12-07
818,58,464500,12,Male,1,2025-05-14
819,66,2367478,61,Female,0,2025-10-18
820,31,839282,41,Male,0,2025-05-25
821,32,1717509,33,Male,1,2024-11-22
822,48,2140369,50,Female,1,2024-08-04
823,18,1417060,68,Female,0,2024-10-27
824,70,1231519,71,Male,1,2024-05-11
825,71,2289271,86,Male,0,2026-03-14
826,71,989352,33,Female,0,2024-03-10
827,20,684410,81,Male,1,2024-09-08
828,33,2226395,24,Female,1,2025-02-18
829,40,1590281,61,Female,0,2026-02-25
830,74,2051317,61,Female,0,2025-03-20
831,28,1828094,98,Male,0,2026-05-25
832,29,2146830,28,Male,0,2024-06-30
833,27,1768560,58,Female,0,2024-06-15
834,49,665757,43,Male,0,2024-03-31
835,33,2429180,41,Male,0,2025-12-14
836,25,1195843,39,Male,1,2026-05-07
837,55,826045,86,Male,0,2025-06-14
838,29,1681235,49,Male,0,2024-02-08
839,41,501207,17,Male,0,2024-05-05
840,45,1624945,98,Male,0,2025-03-26
841,70,1591538,70,Female,0,2024-06-21
842,25,920488,70,Male,1,2025-10-14
843,45,796387,98,Male,0,2026-01-23
844,53,619065,65,Male,0,2024-08-07
845,43,231585,74,Male,1,2025-09-29
846,25,1663807,85,Male,0,2024-02-27
847,67,1816449,5,Male,0,2025-10-21
848,45,489102,2,Male,1,2025-04-20
849,45,1536737,22,Male,0,2025-03-31
850,54,2178281,57,Female,0,2026-04-08
851,58,1290805,66,Male,0,2026-06-13
852,53,449474,74,Male,0,2024-12-26
853,44,460116,98,Male,1,2026-07-23
854,71,2092064,16,Male,1,2024-01-01
855,34,219975,51,Female,0,2025-01-21
856,26,357795,39,Female,0,2024-12-13
857,50,1457949,86,Female,0,2024-07-08
858,70,1224939,76,Female,0,2025-05-19
859,37,1543862,88,Female,0,2024-07-09
860,30,588076,40,Female,1,2025-05-22
861,45,890493,38,Female,0,2025-01-03
862,65,822605,60,Female,0,2025-02-12
863,46,925495,59,Female,1,2026-04-03
864,30,1545766,10,Female,0,2026-07-17
865,63,2398611,99,Female,0,2026-07-22
866,52,961985,64,Female,0,2024-04-26
867,23,2497574,63,Female,0,2024-05-13
868,35,2080901,49,Female,1,2024-02-27
869,68,2160826,64,Female,0,2025-07-09
870,22,1578369,32,Female,0,2025-11-15
871,64,2290212,7,Male,0,2025-11-02
872,42,1236548,21,Female,1,2024-06-21
873,19,2441984,20,Male,0,2026-04-08
874,27,352999,26,Female,1,2026-03-25
875,73,548619,68,Female,0,2024-05-28
876,47,261367,86,Male,0,2024-03-20
877,67,953315,15,Female,0,2026-06-04
878,62,605804,85,Male,0,2024-07-31
879,22,1484382,79,Male,0,2024-07-21
880,72,1293314,86,Male,0,2026-02-02
881,73,1242377,92,Female,0,2024-08-16
882,50,2499484,14,Female,0,2025-11-06
883,71,582729,27,Female,0,2024-08-14
884,18,2111627,40,Male,0,2025-10-20
885,35,1268392,58,Male,1,2025-06-15
886,49,1159744,28,Female,0,2025-03-16
887,64,1123780,26,Female,1,2025-02-05
888,66,1665291,63,Female,0,2024-02-16
889,28,413567,66,Female,0,2024-08-20
890,38,2142811,25,Female,1,2024-10-31
891,43,498090,3,Male,1,2025-06-09
892,42,517348,72,Male,0,2024-05-22
893,39,1431534,44,Male,1,2025-02-18
894,44,1526283,97,Female,0,2025-05-27
895,66,292324,42,Male,0,2025-01-07
896,30,2005808,99,Male,0,2025-07-19
897,50,1520567,6,Male,0,2026-06-04
898,51,226155,39,Male,1,2024-09-15
899,58,541815,52,Male,0,2025-10-17
900,52,1889755,23,Female,0,2025-04-15
901,18,660494,89,Male,0,2026-08-10
902,38,2446533,50,Female,0,2024-01-12
903,65,234707,43,Female,1,2024-11-25
904,72,1137841,19,Female,0,2026-01-05
905,23,1767053,69,Female,1,2026-02-22
906,45,2116545,51,Female,0,2024-12-23
907,34,553299,11,Male,0,2025-02-11
908,22,1407068,12,Male,0,2025-10-29
909,48,1722688,74,Female,0,2025-01-07
910,22,370102,8,Female,1,2024-01-08
911,55,594274,24,Female,0,2024-05-01
912,20,417285,92,Male,0,2024-12-13
913,70,1586980,41,Female,1,2025-11-06
914,40,1408052,36,Male,1,2024-03-30
915,54,1913136,85,Female,0,2025-10-09
916,70,1497076,72,Male,0,2025-11-28
917,54,1938993,55,Female,0,2024-11-11
918,27,1380887,9,Male,0,2024-06-26
919,27,2007610,47,Female,1,2025-06-23
920,36,445546,15,Male,0,2026-01-01
921,34,2124401,48,Male,0,2026-05-18
922,38,2096220,82,Male,0,2024-02-10
923,31,346470,42,Male,0,2026-01-09
924,26,1567223,60,Male,0,2025-12-04
925,63,1255146,84,Male,0,2026-07-11
926,18,279141,70,Male,0,2025-05-16
927,68,212115,12,Female,0,2024-05-24
928,62,1543276,2,Female,0,2024-07-19
929,30,1774833,7,Female,1,2026-07-17
930,21,2248891,80,Female,0,2025-12-24
931,18,1370439,3,Female,0,2025-04-05
932,66,996657,3,Male,1,2026-01-01
933,57,847296,27,Male,0,2026-01-21
934,49,1749302,40,Male,1,2026-07-13
935,51,1878687,33,Male,1,2026-06-27
936,45,1000101,92,Male,0,2025-07-11
937,48,2159406,1,Female,0,2025-06-30
938,25,1883541,8,Female,1,2024-09-09
939,56,2019822,32,Female,0,2025-01-24
940,43,1244257,48,Female,1,2025-08-16
941,51,2345472,4,Male,0,2026-06-01
942,71,1164918,94,Male,1,2024-09-12
943,71,696758,70,Male,1,2025-12-09
944,20,1395225,19,Female,1,2026-03-25
945,67,1373930,32,Male,0,2026-07-09
946,29,648625,9,Female,1,2025-03-25
947,18,228625,12,Male,0,2024-01-10
948,71,1707630,11,Male,0,2026-04-03
949,61,1476647,46,Female,1,2026-03-08
950,22,688011,16,Male,1,2024-08-29
951,47,1422471,1,Male,1,2024-09-07
952,47,516205,63,Female,1,2026-05-26
953,74,301376,21,Male,1,2024-01-05
954,34,2114142,30,Female,0,2024-04-28
955,65,1530228,13,Male,0,2026-03-11
956,64,358056,34,Male,0,2025-01-08
957,40,834457,4,Male,0,2024-03-05
958,32,662785,28,Male,0,2024-05-25
959,54,1876273,95,Male,0,2024-08-11
960,38,2183167,59,Male,1,2024-08-26
961,31,1748229,27,Male,0,2024-06-25
962,19,1178080,69,Male,0,2026-02-17
963,28,942488,25,Female,1,2026-05-02
964,68,2238540,3,Female,0,2024-10-08
965,56,882568,97,Male,1,2024-03-03
966,55,921384,68,Male,0,2024-08-04
967,51,719777,25,Female,0,2026-05-03
968,55,1182469,20,Male,0,2026-04-06
969,67,236321,34,Male,0,2026-03-05
970,51,356498,26,Female,1,2025-11-19
971,35,2138762,5,Male,1,2025-04-05
972,47,594583,99,Male,0,2026-07-17
973,32,1300500,61,Female,0,2025-09-01
974,44,1776590,92,Male,0,2024-04-14
975,68,1599872,93,Male,0,2024-04-08
976,51,1276299,9,Female,0,2025-05-25
977,69,2161977,50,Male,0,2025-01-19
978,74,864468,6,Female,0,2025-02-08
979,55,2138904,83,Male,0,2026-04-02
980,50,1228400,60,Male,0,2025-06-01
981,41,1080112,44,Female,0,2025-04-20
982,32,558690,11,Female,0,2025-12-09
983,47,279973,66,Male,1,2026-05-12
984,72,834122,47,Female,0,2025-10-06
985,59,2242823,73,Female,1,2026-05-19
986,68,1248173,85,Male,0,2026-02-09
987,34,1702025,88,Male,0,2025-03-12
988,22,2112584,98,Male,0,2024-01-23
989,46,1795476,86,Female,0,2025-07-18
990,21,425049,3,Female,0,2025-11-07
991,27,1517191,76,Female,0,2025-12-14
992,73,2463855,92,Female,0,2025-04-02
993,34,2294529,30,Male,0,2024-03-23
994,27,947419,90,Female,0,2024-05-24
995,34,1279924,21,Male,1,2024-03-25
996,37,1444380,28,Female,0,2024-03-18
997,41,2036185,90,Male,0,2025-04-01
998,22,2432984,62,Male,0,2026-05-27
999,51,1543499,33,Male,1,2024-01-01
1000,23,1854753,85,Female,0,2024-02-20
